2020-07-21,3.8767805645
2020-07-22,3.825185697
2020-07-23,3.8154550955
2020-07-24,3.794452102
2020-07-25,3.794452102
2020-07-26,3.794452102
2020-07-27,3.7428571429
2020-07-28,3.7598361355
2020-07-29,3.7692110874
2020-07-30,3.7537256238
2020-07-31,3.7165766374
2020-08-01,3.7165766374
2020-08-02,3.7165766374
2020-08-03,3.769486611
2020-08-04,3.7445813855
2020-08-05,3.7063438502
2020-08-06,3.7214388246
2020-08-07,3.7303037996
2020-08-08,3.7303037996
2020-08-09,3.7303037996
2020-08-10,3.7423276375
2020-08-11,3.7357209539
2020-08-12,3.74080367
2020-08-13,3.7157103017
2020-08-14,3.7233556252
2020-08-15,3.7233556252
2020-08-16,3.7233556252
2020-08-17,3.7092719143
2020-08-18,3.6846967915
2020-08-19,3.6823933629
2020-08-20,3.7058227848
2020-08-21,3.7368510494
2020-08-22,3.7368510494
2020-08-23,3.7368510494
2020-08-24,3.7128386933
2020-08-25,3.7175385136
2020-08-26,3.7385698533
2020-08-27,3.7263255972
2020-08-28,3.6861938733
2020-08-29,3.6861938733
2020-08-30,3.6861938733
2020-08-31,3.6826633166
2020-09-01,3.6643864186
2020-09-02,3.72531827
2020-09-03,3.7474815881
2020-09-04,3.7589934133
2020-09-05,3.7589934133
2020-09-06,3.7589934133
2020-09-07,3.7638700947
2020-09-08,3.7745439118
2020-09-09,3.7796653359
2020-09-10,3.7577010718
2020-09-11,3.7512232158
2020-09-12,3.7512232158
2020-09-13,3.7512232158
2020-09-14,3.7473896935
2020-09-15,3.7387319206
2020-09-16,3.7463981801
2020-09-17,3.7788420785
2020-09-18,3.7692892758
2020-09-19,3.7692892758
2020-09-20,3.7692892758
2020-09-21,3.8039365403
2020-09-22,3.827427598
2020-09-23,3.8488710229
2020-09-24,3.8894804637
2020-09-25,3.9158500946
2020-09-26,3.9158500946
2020-09-27,3.9158500946
2020-09-28,3.8990574122
2020-09-29,3.8826696291
2020-09-30,3.8829859925
2020-10-01,3.8236044929
2020-10-02,3.831543052
2020-10-03,3.831543052
2020-10-04,3.831543052
2020-10-05,3.8222297757
2020-10-06,3.804323866
2020-10-07,3.8115548003
2020-10-08,3.811559711
2020-10-09,3.7899109792
2020-10-10,3.7899109792
2020-10-11,3.7899109792
2020-10-12,3.7977794728
2020-10-13,3.8051242895
2020-10-14,3.836
2020-10-15,3.8910924944
2020-10-16,3.8802487011
2020-10-17,3.8802487011
2020-10-18,3.8802487011
2020-10-19,3.8797624098
2020-10-20,3.8788314987
2020-10-21,3.8592642592
2020-10-22,3.8730225869
2020-10-23,3.864962888
2020-10-24,3.864962888
2020-10-25,3.864962888
2020-10-26,3.8750317286
2020-10-27,3.874408384
2020-10-28,3.9397970495
2020-10-29,3.9495044429
2020-10-30,3.951273722
2020-10-31,3.951273722
2020-11-01,3.951273722
2020-11-02,3.9493649159
2020-11-03,3.9036062212
2020-11-04,3.8706595
2020-11-05,3.8071699705
2020-11-06,3.8132266217
2020-11-07,3.8132266217
2020-11-08,3.8132266217
2020-11-09,3.7591517294
2020-11-10,3.8101287263
2020-11-11,3.8137854836
2020-11-12,3.806801798
2020-11-13,3.7992382565
2020-11-14,3.7992382565
2020-11-15,3.7992382565
2020-11-16,3.7778529163
2020-11-17,3.7842114122
2020-11-18,3.7659251769
2020-11-19,3.7790736984
2020-11-20,3.7628761696
2020-11-21,3.7628761696
2020-11-22,3.7628761696
2020-11-23,3.7589278212
2020-11-24,3.7645174884
2020-11-25,3.7576955425
2020-11-26,3.7604201681
2020-11-27,3.7667337695
2020-11-28,3.7667337695
2020-11-29,3.7667337695
2020-11-30,3.7320534224
2020-12-01,3.7423128342
2020-12-02,3.711503398
2020-12-03,3.6814253971
2020-12-04,3.6819639773
2020-12-05,3.6819639773
2020-12-06,3.6819639773
2020-12-07,3.6832124011
2020-12-08,3.6868912003
2020-12-09,3.6539763812
2020-12-10,3.6539826661
2020-12-11,3.657788406
2020-12-12,3.657788406
2020-12-13,3.657788406
2020-12-14,3.6484953133
2020-12-15,3.6594728171
2020-12-16,3.6388547051
2020-12-17,3.6275518537
2020-12-18,3.6527449221
2020-12-19,3.6527449221
2020-12-20,3.6527449221
2020-12-21,3.7058243654
2020-12-22,3.6862488765
2020-12-23,3.7008877199
2020-12-24,3.6924464857
2020-12-25,3.6924464857
2020-12-26,3.6924464857
2020-12-27,3.6924464857
2020-12-28,3.6751780015
2020-12-29,3.6958968921
2020-12-30,3.7102027522
2020-12-31,3.7158340804
